"ID","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","security_deposit","cleaning_fee","minimum_nights","calendar_updated","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","reviews_per_month"
33329,"2015-12-02","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","New York, NY 10032, United States","Washington Heights","Manhattan","New York","NY",10032,"New York","New York, NY",40.8389778563,-73.9441051099,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly""}",,,,7,"6 months ago",0,0,0,0,2,100,10,10,10,10,10,10,"f","flexible","f","f",0.35
33330,"2012-06-28","within a few hours","100%","47%","f",5,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","Hicks Street, Brooklyn, NY 11231, United States","Carroll Gardens","Brooklyn","Brooklyn","NY",11231,"New York","Brooklyn, NY",40.6818270787,-74.0023721474,"t","Apartment","Private room",4,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card""}",,"$200.00","$100.00",7,"today",0,0,0,244,0,,,,,,,,"f","strict","f","f",
33331,"2015-08-17","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']","t","t","West 96th Street, New York, NY 10025, United States","Upper West Side","Manhattan","New York","NY",10025,"New York","New York, NY",40.7925971065,-73.9689463521,"t","Apartment","Entire home/apt",3,1,0,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,,,2,"9 months ago",0,0,0,0,1,100,10,10,10,10,10,10,"f","flexible","f","f",0.11
33332,"2014-06-09","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","49th Street, Queens, NY 11377, United States","Sunnyside","Queens","Queens","NY",11377,"New York","Queens, NY",40.7413978731,-73.9158382852,"t","Apartment","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Iron}",,"$100.00","$30.00",1,"7 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
33333,"2014-02-11","within a day","50%","75%","f",1,"['phone', 'reviews']","t","f","West 16th Street, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.739558318,-73.9998008755,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",,"$100.00","$100.00",2,"2 weeks ago",27,57,87,98,5,96,10,9,10,10,10,10,"f","moderate","f","f",0.98
33334,"2012-06-18","within an hour","91%","91%","f",15,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","t","Saint Marks Place, Staten Island, NY 10301, United States","St. George","Staten Island","Staten Island","NY",10301,"New York","Staten Island, NY",40.6475567797,-74.0823760809,"t","House","Private room",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events""}",,,"$25.00",2,"a week ago",17,47,66,341,51,84,8,9,9,9,8,8,"f","strict","f","f",1.39
33335,"2011-09-21","within a few hours","100%","100%","t",1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","8th Avenue, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.7462648712,-73.9992847309,"t","Apartment","Entire home/apt",5,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,"$1,000.00","$149.00",2,"2 days ago",0,0,0,0,11,91,9,9,10,10,10,9,"f","strict","f","f",0.94
33336,"2012-11-23","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","Himrod St, Brooklyn, NY 11221, United States","Bushwick","Brooklyn","Brooklyn","NY",11221,"New York","Brooklyn, NY",40.6939329089,-73.9251516973,"f","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Laptop Friendly Workspace""}",,"$100.00",,1,"6 weeks ago",0,0,0,56,16,98,10,10,10,10,9,10,"f","flexible","f","f",0.91
33337,"2015-10-11","within a few hours","100%","68%","f",2,"['email', 'phone', 'google', 'reviews', 'jumio']","t","t","East 102nd Street, New York, NY 10029, United States","East Harlem","Manhattan","New York","NY",10029,"New York","New York, NY",40.7912110056,-73.9481565062,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,,,1,"a week ago",4,22,30,242,25,86,9,8,9,9,9,9,"f","flexible","f","f",3.29
33338,"2015-06-28","within an hour","100%","82%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","19th Rd, queens, NY 11370, United States","Ditmars Steinway","Queens","queens","NY",11370,"New York","queens, NY",40.7722009379,-73.8912573358,"f","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,"$100.00",,1,"a week ago",0,10,16,291,33,90,9,9,9,9,9,9,"f","moderate","f","f",3.69
33339,"2012-07-08","within a day","67%","100%","f",2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","118th Street, Queens, NY 11415, United States","Kew Gardens","Queens","Queens","NY",11415,"New York","Queens, NY",40.705049359,-73.8338335301,"t","Apartment","Shared room",1,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",,,"$25.00",3,"2 weeks ago",29,59,89,364,3,73,8,8,8,8,9,8,"f","moderate","t","t",0.33
33340,"2014-04-29","within a few hours","100%","100%","f",1,"['email', 'phone', 'google', 'kba']","t","t","West 137th Street, Harlem, NY 10030, United States","Harlem","Manhattan","Harlem","NY",10030,,"Harlem, NY",40.8182947785,-73.9468623317,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,Iron}",,"$500.00","$150.00",2,"a week ago",25,55,76,76,0,,,,,,,,"f","strict","f","f",
33341,"2016-01-13","within a day","70%","100%","f",1,"['email', 'phone', 'reviews']","t","f","8th Avenue, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.7416069034,-74.0024774203,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,,"$50.00",7,"5 weeks ago",0,5,35,279,2,100,10,10,10,10,10,10,"f","flexible","f","f",0.73
33342,"2016-04-12","within an hour","100%","95%","f",1,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","Crescent Street, Queens, NY 11106, United States","Astoria","Queens","Queens","NY",11106,"New York","Queens, NY",40.7640342627,-73.9268463266,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,"$200.00","$50.00",2,"today",2,26,56,294,3,87,9,10,10,10,9,9,"f","moderate","f","f",3
33343,"2013-04-06","within an hour","100%","89%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","West, New York, NY, United States","Hell's Kitchen","Manhattan","New York","NY",,"New York","New York, NY",40.7553053575,-73.9994473209,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,"$500.00","$75.00",1,"a week ago",4,11,23,296,9,93,10,10,10,10,10,9,"f","strict","f","f",1.05
33344,"2011-09-09","within a few hours","100%","N/A","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Jay Street, Brooklyn, NY 11201, United States","Downtown Brooklyn","Brooklyn","Brooklyn","NY",11201,"New York","Brooklyn, NY",40.6965450124,-73.986170916,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,,"$50.00",3,"6 weeks ago",15,45,75,350,2,100,9,10,10,10,10,10,"f","flexible","f","f",0.12
33345,"2013-04-24","within an hour","100%","100%","f",5,"['email', 'phone', 'reviews', 'jumio']","t","t","147th Street, Flushing, NY 11355, United States","Flushing","Queens","Flushing","NY",11355,"New York","Flushing, NY",40.757131776,-73.816347102,"t","House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Breakfast,""Indoor Fireplace"",Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$95.00","$15.00",2,"2 weeks ago",30,60,90,365,55,91,9,10,10,10,9,9,"t","strict","f","f",1.51
33346,"2014-05-20","within a few hours","88%","67%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Convent Avenue, New York, NY 10031, United States","Harlem","Manhattan","New York","NY",10031,"New York","New York, NY",40.8224260612,-73.9478640756,"t","Apartment","Private room",1,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,2,"2 weeks ago",2,32,62,337,2,100,10,9,10,10,10,10,"f","moderate","f","f",0.12
33347,"2014-11-10","within an hour","100%","100%","t",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","West 56th Street, New York, NY 10019, United States","Hell's Kitchen","Manhattan","New York","NY",10019,"New York","New York, NY",40.7689200726,-73.9889484523,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,Iron}",,"$300.00","$54.00",2,"today",0,0,0,146,19,95,10,9,9,10,10,10,"f","moderate","f","f",1.44
33348,"2016-01-06","within an hour","95%","100%","f",3,"['email', 'phone', 'reviews']","t","f","32nd Street, New York, NY 11106, United States","Astoria","Queens","New York","NY",11106,"New York","New York, NY",40.7575709683,-73.9279903475,"t","House","Private room",3,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$10.00",1,"yesterday",26,56,86,206,21,87,9,9,9,8,9,9,"t","strict","f","f",5.29
33349,"2014-08-08","within a few hours","100%","80%","f",1,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","t","Humboldt Street, Brooklyn, NY 11206, United States","Williamsburg","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7081594019,-73.9424369743,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,,"$45.00",1,"2 weeks ago",0,0,0,0,6,90,9,8,10,10,8,8,"f","flexible","f","f",0.35
33350,"2011-12-26","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']","t","t","Crooke Ave, Brooklyn, NY 11226, United States","Flatbush","Brooklyn","Brooklyn","NY",11226,"New York","Brooklyn, NY",40.6528404324,-73.9636257574,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,"$500.00","$50.00",7,"2 months ago",2,2,20,295,28,95,10,9,10,10,9,9,"f","strict","f","f",0.73
33351,"2013-02-18","within an hour","100%","100%","f",2,"['email', 'phone', 'reviews', 'kba']","t","t","Kiswick Street, Staten Island, NY 10306, United States","Dongan Hills","Staten Island","Staten Island","NY",10306,"New York","Staten Island, NY",40.5796283822,-74.0909022249,"t","House","Private room",2,1,1,2,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Essentials}",,,,3,"5 weeks ago",27,57,87,362,0,,,,,,,,"f","strict","t","t",
33352,"2011-04-10","within a few hours","100%","100%","f",2,"['email', 'phone', 'facebook', 'reviews']","t","f","E 12th St, New York, NY 10009, United States","East Village","Manhattan","New York","NY",10009,"New York","New York, NY",40.7298284114,-73.981897434,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$100.00",7,"a week ago",1,1,31,306,19,92,9,9,10,10,10,9,"f","strict","t","t",0.32
33353,"2012-11-14","within an hour","93%","71%","f",1,"['email', 'phone', 'linkedin', 'reviews', 'kba']","t","t","Thwaites Place, Bronx, NY 10467, United States","Allerton","Bronx","Bronx","NY",10467,"New York","Bronx, NY",40.8587280686,-73.8699682574,"f","Apartment","Shared room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Shampoo}",,,,1,"6 months ago",29,59,89,364,6,100,10,10,10,10,10,10,"f","flexible","f","f",1.04
33354,"2012-06-09","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Spring Street, New York, NY 10013, United States","SoHo","Manhattan","New York","NY",10013,"New York","New York, NY",40.7254710656,-74.0099967358,"t","House","Entire home/apt",5,1.5,2,3,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,,2,"6 days ago",0,12,16,80,18,93,10,8,10,10,9,9,"f","flexible","f","f",2.19
33355,"2014-12-29","within an hour","100%","88%","f",2,"['email', 'phone', 'linkedin', 'kba']","t","t","New York, NY, United States","Civic Center","Manhattan","New York","NY",,"New York","New York, NY",40.7134024359,-74.0062010925,"f","House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Hangers,""Hair Dryer"",Iron}",,,,1,"yesterday",12,42,72,347,0,,,,,,,,"f","flexible","f","f",
33356,"2016-01-21","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","Amsterdam Avenue, New York, NY 10025, United States","Upper West Side","Manhattan","New York","NY",10025,"New York","New York, NY",40.8006770889,-73.9655460421,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Hangers,""Laptop Friendly Workspace""}",,"$100.00",,1,"4 months ago",0,0,0,0,0,,,,,,,,"t","moderate","f","f",
33357,"2011-09-28","within a few hours","90%","0%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Delancey Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7195243245,-73.9931271893,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,"$250.00","$15.00",5,"2 months ago",2,32,62,62,14,89,9,8,9,10,9,9,"f","moderate","f","f",1
33358,"2014-03-31","within an hour","100%","85%","f",1,"['email', 'phone', 'reviews']","t","f","26th street & 3rd Avenue, New York, NY 10010, United States","Kips Bay","Manhattan","New York","NY",10010,"New York","New York, NY",40.7408013765,-73.9819582223,"f","Apartment","Entire home/apt",8,2,3,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$120.00",1,"today",1,3,6,203,40,78,9,8,8,9,9,9,"f","strict","f","f",2.93
33359,"2012-07-31","within a few hours","100%","77%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","5th Avenue, New York, NY 10029, United States","Harlem","Manhattan","New York","NY",10029,"New York","New York, NY",40.8031085405,-73.9462449901,"t","Apartment","Entire home/apt",6,1,3,5,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$125.00",1,"yesterday",17,38,68,343,58,89,9,9,9,9,8,9,"f","strict","f","f",1.71
33360,"2013-01-23","within a few hours","87%","89%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Meserole Street, Brooklyn, NY 11206, United States","Williamsburg","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7081403562,-73.9420324558,"t","Apartment","Private room",4,1.5,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",400,"$200.00","$25.00",1,"5 days ago",11,14,38,38,80,89,9,8,9,9,9,9,"f","moderate","f","f",2.85
33361,"2016-04-26","within a few hours","80%","88%","f",1,"['email', 'phone', 'google', 'jumio']","t","t","East 38th Street, New York, NY 10016, United States","Murray Hill","Manhattan","New York","NY",10016,"New York","New York, NY",40.7495396521,-73.9774173929,"t","Apartment","Entire home/apt",6,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$90.00",1,"today",8,22,52,320,0,,,,,,,,"f","flexible","f","f",
33362,"2012-01-07","within a few hours","90%","100%","f",2,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","9th Avenue, New York, NY 10036, United States","Hell's Kitchen","Manhattan","New York","NY",10036,"New York","New York, NY",40.7608048975,-73.9904467958,"t","Apartment","Private room",2,1.5,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$300.00","$70.00",5,"3 days ago",3,19,44,242,110,93,9,10,10,10,10,9,"f","strict","t","t",2.12
33363,"2014-02-24","within a few hours","89%","100%","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","Midwood Street, Brooklyn, NY, United States","Prospect-Lefferts Gardens","Brooklyn","Brooklyn","NY",,"New York","Brooklyn, NY",40.6597833282,-73.95270788,"f","Apartment","Entire home/apt",6,1,2,4,"Real Bed","{Internet,""Wireless Internet"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""24-Hour Check-in"",""Laptop Friendly Workspace""}",,"$100.00","$40.00",2,"2 months ago",9,32,52,322,3,53,9,5,9,10,7,5,"f","flexible","f","f",1.91
33364,"2013-10-15","within a day","100%","100%","f",1,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","t","West 131st Street, New York, NY 10037, United States","Harlem","Manhattan","New York","NY",10037,"New York","New York, NY",40.8118566162,-73.9404322528,"t","Apartment","Entire home/apt",8,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,"$150.00","$68.00",1,"a week ago",2,5,10,68,11,96,10,9,9,10,9,9,"f","strict","f","f",1.58
33365,"2015-06-18","within a day","80%","29%","f",1,"['email', 'phone', 'facebook']","t","f","East 33rd Street, New York, NY 10016, United States","Kips Bay","Manhattan","New York","NY",10016,"New York","New York, NY",40.7438493223,-73.9783241344,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,"$250.00","$60.00",1,"2 months ago",4,7,8,160,9,40,10,10,2,2,10,6,"f","flexible","f","f",4.03
33366,"2015-11-21","within a day","58%","84%","f",1,"['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","t","West 17th Street, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.7416540149,-74.0025936126,"f","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Elevator in Building"",Heating,Washer,Dryer,Hangers,""Hair Dryer"",Iron}",,"$250.00","$70.00",1,"today",26,56,86,361,6,97,10,10,10,10,10,10,"f","strict","f","f",2.2
33367,"2015-07-25","within a few hours","99%","42%","f",55,"['email', 'phone', 'linkedin', 'reviews', 'kba']","t","t","South Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7114956371,-73.9883555478,"t","Apartment","Shared room",1,2,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,"$300.00","$25.00",14,"2 weeks ago",0,5,35,310,6,100,10,10,10,10,9,10,"f","strict","f","f",0.63
33368,"2014-12-20","within an hour","86%","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Prince Street, New York, NY 10012, United States","Nolita","Manhattan","New York","NY",10012,"New York","New York, NY",40.7232424109,-73.9954986918,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Essentials,Hangers,""Laptop Friendly Workspace""}",,"$500.00","$135.00",6,"2 months ago",28,58,88,363,2,100,10,10,10,10,10,10,"f","strict","f","f",0.2
33369,"2012-04-10","within a day","50%","50%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Engert Ave, Brooklyn, NY 11222, United States","Greenpoint","Brooklyn","Brooklyn","NY",11222,"New York","Brooklyn, NY",40.7218326337,-73.9490845491,"t","Apartment","Entire home/apt",4,1,2,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",,,"$100.00",5,"2 months ago",0,29,59,334,3,100,10,10,10,10,10,9,"f","moderate","f","f",0.08
33370,"2015-07-13","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Avenue C, New York, NY 10009, United States","East Village","Manhattan","New York","NY",10009,"New York","New York, NY",40.7221042315,-73.980183699,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,,"$50.00",5,"a week ago",4,9,15,202,27,96,10,10,10,10,9,10,"f","strict","f","f",2.65
